customer_id,segment,country,industry,vehicle_count,mrr,arr,products,product_count,legacy_system,contract_start_date,tenure_months,renewal_date,months_to_renewal
CUST-0071,SMB,CH,Baugewerbe,11,277.87,3334.44,GPS Tracking|Digital Logbook,2,Optimum Automotive,2022-03-05,34,2025-03-01,2
CUST-0072,Enterprise,CH,Baugewerbe,356,5306.55,63678.6,GPS Tracking|Digital Logbook|Fleet Analytics|Driver Scoring,4,Avrios,2022-11-22,25,2025-11-26,11
CUST-0073,Enterprise,AT,Außendienst & Vertrieb,245,4218.31,50619.72,GPS Tracking|Digital Logbook|Fleet Analytics,3,Vimcar,2020-11-04,50,2025-10-27,10
CUST-0074,SMB,CH,Baugewerbe,3,63.55,762.6,GPS Tracking,1,Optimum Automotive,2022-04-08,33,2025-03-31,3
CUST-0075,Mid-Market,DE,Außendienst & Vertrieb,45,986.35,11836.2,GPS Tracking|Digital Logbook|Fleet Analytics,3,New Logo,2021-03-07,46,2025-03-01,2
CUST-0076,SMB,AT,Außendienst & Vertrieb,3,57.79,693.48,GPS Tracking,1,New Logo,2023-01-22,23,2025-01-30,1
CUST-0077,Enterprise,DE,Gesundheitswesen,132,2000.55,24006.6,GPS Tracking|Digital Logbook|Fleet Analytics,3,Vimcar,2022-03-12,34,2025-03-01,2
CUST-0078,SMB,CH,Baugewerbe,6,112.49,1349.88,GPS Tracking|Digital Logbook,2,New Logo,2023-06-08,19,2025-05-30,5
CUST-0079,SMB,AT,Außendienst & Vertrieb,4,106.07,1272.84,GPS Tracking,1,New Logo,2022-10-15,26,2025-10-27,10
CUST-0080,SMB,CH,Außendienst & Vertrieb,19,348.82,4185.84,GPS Tracking|Digital Logbook,2,Optimum Automotive,2024-07-14,5,2025-07-29,7
CUST-0081,Mid-Market,AT,Handwerk & Baugewerbe,35,707.96,8495.52,GPS Tracking|Digital Logbook|Fleet Analytics,3,New Logo,2022-05-28,31,2025-05-30,5
CUST-0082,SMB,DE,Handwerk & Baugewerbe,16,314.62,3775.44,GPS Tracking|Digital Logbook,2,New Logo,2023-03-29,21,2025-03-31,3
CUST-0083,Mid-Market,AT,Außendienst & Vertrieb,41,843.49,10121.88,GPS Tracking|Digital Logbook|Fleet Analytics,3,New Logo,2023-03-12,22,2025-03-01,2
CUST-0084,Enterprise,DE,Logistik & Transport,155,2087.1,25045.2,GPS Tracking|Digital Logbook|Fleet Analytics|Driver Scoring,4,Avrios,2022-06-12,31,2025-05-30,5
CUST-0085,SMB,CH,Facility Management,7,131.53,1578.36,GPS Tracking|Digital Logbook,2,Avrios,2022-10-10,27,2025-09-27,9
CUST-0086,SMB,CH,Außendienst & Vertrieb,17,461.18,5534.16,GPS Tracking|Digital Logbook,2,Optimum Automotive,2024-02-12,10,2025-03-01,2
CUST-0087,Enterprise,DE,Facility Management,316,4276.1,51313.2,GPS Tracking|Digital Logbook|Fleet Analytics|Driver Scoring,4,New Logo,2024-09-13,3,2025-09-27,9
CUST-0088,SMB,AT,Facility Management,19,372.02,4464.24,GPS Tracking|Digital Logbook,2,New Logo,2022-06-11,31,2025-05-30,5
CUST-0089,SMB,DE,Logistik & Transport,15,373.55,4482.6,GPS Tracking|Digital Logbook,2,Optimum Automotive,2022-05-11,32,2025-04-30,4
CUST-0090,SMB,DE,Kommunaler Betrieb,14,371.47,4457.64,GPS Tracking|Digital Logbook,2,Optimum Automotive,2024-04-27,8,2025-04-30,4
CUST-0091,SMB,AT,Außendienst & Vertrieb,13,308.73,3704.76,GPS Tracking|Digital Logbook,2,Vimcar,2023-04-07,21,2025-03-31,3
CUST-0092,Mid-Market,DE,Gesundheitswesen,38,572.15,6865.8,GPS Tracking|Digital Logbook|Fleet Analytics,3,New Logo,2024-07-24,5,2025-07-29,7
CUST-0093,Mid-Market,DE,Logistik & Transport,52,1083.15,12997.8,GPS Tracking|Digital Logbook|Fleet Analytics,3,New Logo,2023-03-26,21,2025-03-31,3
CUST-0094,SMB,DE,Gesundheitswesen,13,262.47,3149.64,GPS Tracking|Digital Logbook,2,New Logo,2023-11-08,13,2025-11-26,11
CUST-0095,SMB,DE,Außendienst & Vertrieb,6,145.69,1748.28,GPS Tracking|Digital Logbook,2,New Logo,2024-09-12,3,2025-09-27,9
CUST-0096,SMB,CH,Außendienst & Vertrieb,3,71.39,856.68,GPS Tracking,1,Vimcar,2024-03-07,9,2025-03-31,3
CUST-0097,Enterprise,CH,Außendienst & Vertrieb,248,4088.25,49059.0,GPS Tracking|Digital Logbook|Fleet Analytics|Driver Scoring,4,Optimum Automotive,2023-10-09,14,2025-10-27,10
CUST-0098,SMB,DE,Facility Management,18,414.32,4971.84,GPS Tracking|Digital Logbook,2,New Logo,2023-05-23,19,2025-05-30,5
CUST-0099,Enterprise,DE,Handwerk & Baugewerbe,327,5822.01,69864.12,GPS Tracking|Digital Logbook|Fleet Analytics,3,New Logo,2023-02-06,23,2025-01-30,1
CUST-0100,Enterprise,DE,Gesundheitswesen,320,5688.76,68265.12,GPS Tracking|Digital Logbook|Fleet Analytics,3,New Logo,2023-12-19,12,2025-12-26,12
CUST-0101,SMB,CH,Baugewerbe,14,387.42,4649.04,GPS Tracking|Digital Logbook,2,Vimcar,2022-11-13,25,2025-11-26,11
CUST-0102,Mid-Market,DE,Gesundheitswesen,21,353.88,4246.56,GPS Tracking|Digital Logbook|Fleet Analytics,3,New Logo,2024-02-22,10,2025-03-01,2
CUST-0103,Mid-Market,CH,Außendienst & Vertrieb,68,1340.03,16080.36,GPS Tracking|Digital Logbook|Fleet Analytics,3,Avrios,2021-07-23,41,2025-07-29,7
CUST-0104,SMB,DE,Kommunaler Betrieb,5,123.74,1484.88,GPS Tracking|Digital Logbook,2,Vimcar,2022-04-11,33,2025-03-31,3
CUST-0105,SMB,CH,Baugewerbe,12,325.83,3909.96,GPS Tracking|Digital Logbook,2,New Logo,2023-09-05,16,2025-08-28,8
CUST-0106,Mid-Market,DE,Logistik & Transport,79,1572.7,18872.4,GPS Tracking|Digital Logbook|Fleet Analytics,3,Avrios,2021-03-13,46,2025-03-01,2
CUST-0107,SMB,CH,Logistik & Transport,3,82.39,988.68,GPS Tracking,1,New Logo,2023-03-19,21,2025-03-31,3
CUST-0108,SMB,DE,Facility Management,5,101.74,1220.88,GPS Tracking|Digital Logbook,2,New Logo,2024-02-28,10,2025-03-01,2
CUST-0109,SMB,DE,Gesundheitswesen,19,421.63,5059.56,GPS Tracking|Digital Logbook,2,New Logo,2024-01-20,11,2025-01-30,1
CUST-0110,Enterprise,DE,Handwerk & Baugewerbe,131,2227.28,26727.36,GPS Tracking|Digital Logbook|Fleet Analytics|Driver Scoring,4,Avrios,2021-04-21,45,2025-03-31,3
CUST-0111,Enterprise,AT,Handwerk & Baugewerbe,270,3591.98,43103.76,GPS Tracking|Digital Logbook|Fleet Analytics|Driver Scoring,4,New Logo,2022-04-06,33,2025-03-31,3
CUST-0112,SMB,DE,Facility Management,13,304.78,3657.36,GPS Tracking|Digital Logbook,2,Vimcar,2022-11-28,25,2025-11-26,11
CUST-0113,SMB,DE,Logistik & Transport,8,221.46,2657.52,GPS Tracking|Digital Logbook,2,Vimcar,2022-05-15,32,2025-04-30,4
CUST-0114,SMB,DE,Logistik & Transport,2,37.01,444.12,GPS Tracking,1,Optimum Automotive,2023-01-18,23,2025-01-30,1
CUST-0115,Enterprise,DE,Logistik & Transport,370,4895.56,58746.72,GPS Tracking|Digital Logbook|Fleet Analytics,3,Optimum Automotive,2020-02-07,59,2025-01-30,1
CUST-0116,Enterprise,DE,Facility Management,200,2794.27,33531.24,GPS Tracking|Digital Logbook|Fleet Analytics|Driver Scoring,4,New Logo,2023-12-05,13,2025-11-26,11
CUST-0117,SMB,DE,Handwerk & Baugewerbe,6,167.25,2007.0,GPS Tracking|Digital Logbook,2,New Logo,2023-07-07,18,2025-06-29,6
CUST-0118,Mid-Market,AT,Logistik & Transport,63,1327.1,15925.2,GPS Tracking|Digital Logbook|Fleet Analytics,3,Vimcar,2024-02-06,10,2025-03-01,2
CUST-0119,Mid-Market,DE,Logistik & Transport,58,1001.45,12017.4,GPS Tracking|Digital Logbook|Fleet Analytics,3,New Logo,2023-11-11,13,2025-11-26,11
CUST-0120,SMB,CH,Außendienst & Vertrieb,15,348.91,4186.92,GPS Tracking|Digital Logbook,2,New Logo,2024-07-24,5,2025-07-29,7
CUST-0121,Mid-Market,DE,Kommunaler Betrieb,53,1015.25,12183.0,GPS Tracking|Digital Logbook|Fleet Analytics,3,Avrios,2022-04-21,32,2025-04-30,4
CUST-0122,SMB,AT,Handwerk & Baugewerbe,3,75.82,909.84,GPS Tracking,1,New Logo,2023-03-25,21,2025-03-31,3
CUST-0123,Mid-Market,AT,Handwerk & Baugewerbe,24,527.76,6333.12,GPS Tracking|Digital Logbook|Fleet Analytics,3,Avrios,2022-08-02,29,2025-07-29,7
CUST-0124,SMB,AT,Handwerk & Baugewerbe,17,427.11,5125.32,GPS Tracking|Digital Logbook,2,Vimcar,2022-06-07,31,2025-05-30,5
CUST-0125,SMB,DE,Kommunaler Betrieb,12,289.0,3468.0,GPS Tracking|Digital Logbook,2,Avrios,2024-07-20,5,2025-07-29,7
CUST-0126,SMB,DE,Kommunaler Betrieb,20,469.67,5636.04,GPS Tracking|Digital Logbook,2,New Logo,2023-02-05,23,2025-01-30,1
CUST-0127,SMB,AT,Handwerk & Baugewerbe,18,377.08,4524.96,GPS Tracking|Digital Logbook,2,Avrios,2022-01-31,35,2025-01-30,1
CUST-0128,Enterprise,DE,Logistik & Transport,139,2379.23,28550.76,GPS Tracking|Digital Logbook|Fleet Analytics|Driver Scoring,4,Optimum Automotive,2021-02-07,47,2025-01-30,1
CUST-0129,Enterprise,DE,Außendienst & Vertrieb,301,4427.51,53130.12,GPS Tracking|Digital Logbook|Fleet Analytics|Driver Scoring,4,New Logo,2023-06-23,18,2025-06-29,6
CUST-0130,Mid-Market,AT,Facility Management,47,945.04,11340.48,GPS Tracking|Digital Logbook|Fleet Analytics,3,New Logo,2023-01-31,23,2025-01-30,1
CUST-0131,SMB,AT,Handwerk & Baugewerbe,13,357.97,4295.64,GPS Tracking|Digital Logbook,2,Vimcar,2022-04-05,33,2025-03-31,3
CUST-0132,SMB,DE,Kommunaler Betrieb,4,89.28,1071.36,GPS Tracking,1,Optimum Automotive,2022-10-30,26,2025-10-27,10
CUST-0133,Enterprise,DE,Außendienst & Vertrieb,111,1722.59,20671.08,GPS Tracking|Digital Logbook|Fleet Analytics|Driver Scoring,4,Avrios,2021-08-09,41,2025-07-29,7
CUST-0134,Enterprise,DE,Handwerk & Baugewerbe,262,4517.31,54207.72,GPS Tracking|Digital Logbook|Fleet Analytics|Driver Scoring,4,Avrios,2020-07-19,54,2025-06-29,6
CUST-0135,SMB,DE,Kommunaler Betrieb,11,264.05,3168.6,GPS Tracking|Digital Logbook,2,Vimcar,2022-12-12,25,2025-11-26,11
CUST-0136,SMB,DE,Handwerk & Baugewerbe,8,156.38,1876.56,GPS Tracking|Digital Logbook,2,Vimcar,2022-03-20,33,2025-03-31,3
CUST-0137,SMB,DE,Facility Management,13,343.9,4126.8,GPS Tracking|Digital Logbook,2,Vimcar,2022-11-10,26,2025-10-27,10
CUST-0138,Mid-Market,DE,Kommunaler Betrieb,57,945.24,11342.88,GPS Tracking|Digital Logbook|Fleet Analytics,3,Optimum Automotive,2022-06-07,31,2025-05-30,5
CUST-0139,Mid-Market,CH,Außendienst & Vertrieb,60,1183.49,14201.88,GPS Tracking|Digital Logbook|Fleet Analytics,3,Vimcar,2021-09-18,40,2025-08-28,8
CUST-0140,SMB,AT,Facility Management,2,39.61,475.32,GPS Tracking,1,New Logo,2023-03-10,22,2025-03-01,2
CUST-0141,SMB,CH,Baugewerbe,2,39.63,475.56,GPS Tracking,1,New Logo,2024-02-12,10,2025-03-01,2
CUST-0142,SMB,DE,Kommunaler Betrieb,4,77.67,932.04,GPS Tracking,1,Vimcar,2024-09-30,3,2025-09-27,9
CUST-0143,SMB,DE,Facility Management,8,174.1,2089.2,GPS Tracking|Digital Logbook,2,Vimcar,2022-05-17,31,2025-05-30,5
CUST-0144,Enterprise,DE,Handwerk & Baugewerbe,240,3919.1,47029.2,GPS Tracking|Digital Logbook|Fleet Analytics|Driver Scoring,4,New Logo,2020-05-26,56,2025-04-30,4
CUST-0145,SMB,DE,Facility Management,6,117.44,1409.28,GPS Tracking|Digital Logbook,2,New Logo,2024-08-22,4,2025-08-28,8
CUST-0146,SMB,DE,Außendienst & Vertrieb,16,393.91,4726.92,GPS Tracking|Digital Logbook,2,Avrios,2022-03-13,34,2025-03-01,2
CUST-0147,SMB,DE,Außendienst & Vertrieb,10,201.56,2418.72,GPS Tracking|Digital Logbook,2,Vimcar,2022-01-17,35,2025-01-30,1
CUST-0148,Mid-Market,DE,Kommunaler Betrieb,28,475.52,5706.24,GPS Tracking|Digital Logbook|Fleet Analytics,3,Avrios,2021-01-12,48,2025-12-26,12
CUST-0149,SMB,AT,Handwerk & Baugewerbe,11,203.0,2436.0,GPS Tracking|Digital Logbook,2,New Logo,2022-09-14,27,2025-09-27,9
CUST-0150,SMB,DE,Facility Management,2,40.09,481.08,GPS Tracking,1,New Logo,2023-09-26,15,2025-09-27,9
CUST-0151,Enterprise,DE,Logistik & Transport,229,3198.84,38386.08,GPS Tracking|Digital Logbook|Fleet Analytics|Driver Scoring,4,New Logo,2024-09-17,3,2025-09-27,9
CUST-0152,Mid-Market,DE,Gesundheitswesen,45,842.76,10113.12,GPS Tracking|Digital Logbook|Fleet Analytics,3,New Logo,2023-07-19,17,2025-07-29,7
CUST-0153,SMB,DE,Außendienst & Vertrieb,13,243.37,2920.44,GPS Tracking|Digital Logbook,2,New Logo,2024-09-06,3,2025-09-27,9
CUST-0154,SMB,CH,Baugewerbe,4,106.48,1277.76,GPS Tracking,1,Avrios,2022-07-06,30,2025-06-29,6
CUST-0155,SMB,AT,Logistik & Transport,11,210.67,2528.04,GPS Tracking|Digital Logbook,2,New Logo,2024-10-20,2,2025-10-27,10
CUST-0156,SMB,DE,Handwerk & Baugewerbe,16,421.12,5053.44,GPS Tracking|Digital Logbook,2,Vimcar,2022-11-21,25,2025-11-26,11
CUST-0157,SMB,DE,Außendienst & Vertrieb,9,201.21,2414.52,GPS Tracking|Digital Logbook,2,Avrios,2022-09-03,28,2025-08-28,8
CUST-0158,Mid-Market,DE,Logistik & Transport,76,1305.07,15660.84,GPS Tracking|Digital Logbook|Fleet Analytics,3,Vimcar,2022-12-07,25,2025-11-26,11
CUST-0159,SMB,DE,Logistik & Transport,4,92.42,1109.04,GPS Tracking,1,New Logo,2024-04-12,8,2025-04-30,4
CUST-0160,SMB,DE,Logistik & Transport,13,279.64,3355.68,GPS Tracking|Digital Logbook,2,Optimum Automotive,2024-02-03,11,2025-01-30,1
CUST-0161,SMB,AT,Handwerk & Baugewerbe,10,199.73,2396.76,GPS Tracking|Digital Logbook,2,New Logo,2024-01-23,11,2025-01-30,1
CUST-0162,Mid-Market,AT,Außendienst & Vertrieb,32,693.09,8317.08,GPS Tracking|Digital Logbook|Fleet Analytics,3,Avrios,2021-04-25,44,2025-04-30,4
CUST-0163,SMB,AT,Facility Management,20,488.6,5863.2,GPS Tracking|Digital Logbook,2,New Logo,2023-02-09,23,2025-01-30,1
CUST-0164,Enterprise,DE,Facility Management,158,2312.9,27754.8,GPS Tracking|Digital Logbook|Fleet Analytics,3,Avrios,2022-02-15,35,2025-01-30,1
CUST-0165,Enterprise,DE,Handwerk & Baugewerbe,383,4725.08,56700.96,GPS Tracking|Digital Logbook|Fleet Analytics|Driver Scoring,4,Vimcar,2021-11-28,37,2025-11-26,11
CUST-0166,SMB,DE,Handwerk & Baugewerbe,3,65.06,780.72,GPS Tracking,1,Vimcar,2023-04-24,20,2025-04-30,4
CUST-0167,SMB,DE,Kommunaler Betrieb,18,393.21,4718.52,GPS Tracking|Digital Logbook,2,New Logo,2024-09-08,3,2025-09-27,9
CUST-0168,Mid-Market,DE,Logistik & Transport,62,1011.7,12140.4,GPS Tracking|Digital Logbook|Fleet Analytics,3,Avrios,2021-06-11,43,2025-05-30,5
