customer_id,month,mrr,churned
CUST-0021,2024-02-01,1022.05,0
CUST-0021,2024-03-01,1022.05,0
CUST-0021,2024-04-01,1022.05,0
CUST-0021,2024-05-01,1144.45,0
CUST-0021,2024-06-01,1144.45,0
CUST-0021,2024-07-01,1144.45,0
CUST-0021,2024-08-01,1236.12,0
CUST-0021,2024-09-01,1236.12,0
CUST-0021,2024-10-01,1236.12,0
CUST-0021,2024-11-01,1236.12,0
CUST-0021,2024-12-01,1236.12,0
CUST-0022,2024-02-01,1168.78,0
CUST-0022,2024-03-01,1006.91,0
CUST-0022,2024-04-01,1006.91,0
CUST-0022,2024-05-01,1006.91,0
CUST-0022,2024-06-01,904.8,0
CUST-0022,2024-07-01,904.8,0
CUST-0022,2024-08-01,1021.95,0
CUST-0022,2024-09-01,1021.95,0
CUST-0022,2024-10-01,1225.87,0
CUST-0022,2024-11-01,1225.87,0
CUST-0022,2024-12-01,1225.87,0
CUST-0023,2024-02-01,222.15,0
CUST-0023,2024-03-01,222.15,0
CUST-0023,2024-04-01,236.44,0
CUST-0023,2024-05-01,236.44,0
CUST-0023,2024-06-01,268.4,0
CUST-0023,2024-07-01,268.4,0
CUST-0023,2024-08-01,268.4,0
CUST-0023,2024-09-01,268.4,0
CUST-0023,2024-10-01,268.4,0
CUST-0023,2024-11-01,268.4,0
CUST-0023,2024-12-01,289.98,0
CUST-0024,2024-02-01,70.79,0
CUST-0024,2024-03-01,70.79,0
CUST-0024,2024-04-01,70.79,0
CUST-0024,2024-05-01,70.79,0
CUST-0024,2024-06-01,70.79,0
CUST-0024,2024-07-01,70.79,0
CUST-0024,2024-08-01,70.79,0
CUST-0024,2024-09-01,70.79,0
CUST-0024,2024-10-01,83.21,0
CUST-0024,2024-11-01,83.21,0
CUST-0024,2024-12-01,83.21,0
CUST-0025,2024-02-01,4554.37,0
CUST-0025,2024-03-01,4554.37,0
CUST-0025,2024-04-01,5058.35,0
CUST-0025,2024-05-01,5058.35,0
CUST-0025,2024-06-01,5058.35,0
CUST-0025,2024-07-01,5058.35,0
CUST-0025,2024-08-01,5941.31,0
CUST-0025,2024-09-01,5941.31,0
CUST-0025,2024-10-01,5941.31,0
CUST-0025,2024-11-01,5941.31,0
CUST-0025,2024-12-01,5941.31,0
CUST-0026,2024-02-01,149.67,0
CUST-0026,2024-03-01,177.41,0
CUST-0026,2024-04-01,177.41,0
CUST-0026,2024-05-01,177.41,0
CUST-0026,2024-06-01,154.2,0
CUST-0026,2024-07-01,154.2,0
CUST-0026,2024-08-01,154.2,0
CUST-0026,2024-09-01,177.71,0
CUST-0026,2024-10-01,177.71,0
CUST-0026,2024-11-01,177.71,0
CUST-0026,2024-12-01,158.67,0
CUST-0027,2024-02-01,239.08,0
CUST-0027,2024-03-01,239.08,0
CUST-0027,2024-04-01,261.07,0
CUST-0027,2024-05-01,261.07,0
CUST-0027,2024-06-01,261.07,0
CUST-0027,2024-07-01,261.07,0
CUST-0027,2024-08-01,261.07,0
CUST-0027,2024-09-01,261.07,0
CUST-0027,2024-10-01,261.07,0
CUST-0027,2024-11-01,261.07,0
CUST-0027,2024-12-01,261.07,0
CUST-0028,2024-02-01,321.37,0
CUST-0028,2024-03-01,321.37,0
CUST-0028,2024-04-01,385.24,0
CUST-0028,2024-05-01,385.24,0
CUST-0028,2024-06-01,385.24,0
CUST-0028,2024-07-01,442.46,0
CUST-0028,2024-08-01,442.46,0
CUST-0028,2024-09-01,442.46,0
CUST-0028,2024-10-01,442.46,0
CUST-0028,2024-11-01,442.46,0
CUST-0028,2024-12-01,442.46,0
CUST-0029,2024-02-01,435.45,0
CUST-0029,2024-03-01,435.45,0
CUST-0029,2024-04-01,435.45,0
CUST-0029,2024-05-01,502.98,0
CUST-0029,2024-06-01,502.98,0
CUST-0029,2024-07-01,502.98,0
CUST-0029,2024-08-01,502.98,0
CUST-0029,2024-09-01,502.98,0
CUST-0029,2024-10-01,502.98,0
CUST-0029,2024-11-01,502.98,0
CUST-0029,2024-12-01,471.64,0
CUST-0030,2024-02-01,924.4,0
CUST-0030,2024-03-01,924.4,0
CUST-0030,2024-04-01,924.4,0
CUST-0030,2024-05-01,1051.96,0
CUST-0030,2024-06-01,1051.96,0
CUST-0030,2024-07-01,1051.96,0
CUST-0030,2024-08-01,1051.96,0
CUST-0030,2024-09-01,1051.96,0
CUST-0030,2024-10-01,1152.17,0
CUST-0030,2024-11-01,1152.17,0
CUST-0030,2024-12-01,1152.17,0
CUST-0031,2024-02-01,759.92,0
CUST-0031,2024-03-01,759.92,0
CUST-0031,2024-04-01,759.92,0
CUST-0031,2024-05-01,759.92,0
CUST-0031,2024-06-01,759.92,0
CUST-0031,2024-07-01,759.92,0
CUST-0031,2024-08-01,759.92,0
CUST-0031,2024-09-01,759.92,0
CUST-0031,2024-10-01,759.92,0
CUST-0031,2024-11-01,676.6,0
CUST-0031,2024-12-01,676.6,0
CUST-0032,2024-02-01,485.39,0
CUST-0032,2024-03-01,485.39,0
CUST-0032,2024-04-01,485.39,0
CUST-0032,2024-05-01,485.39,0
CUST-0032,2024-06-01,485.39,0
CUST-0032,2024-07-01,485.39,0
CUST-0032,2024-08-01,485.39,0
CUST-0032,2024-09-01,485.39,0
CUST-0032,2024-10-01,528.35,0
CUST-0032,2024-11-01,554.87,0
CUST-0032,2024-12-01,554.87,0
CUST-0033,2024-02-01,184.97,0
CUST-0033,2024-03-01,184.97,0
CUST-0033,2024-04-01,184.97,0
CUST-0033,2024-05-01,184.97,0
CUST-0033,2024-06-01,184.97,0
CUST-0033,2024-07-01,184.97,0
CUST-0033,2024-08-01,184.97,0
CUST-0033,2024-09-01,184.97,0
CUST-0033,2024-10-01,198.94,0
CUST-0033,2024-11-01,198.94,0
CUST-0033,2024-12-01,198.94,0
CUST-0034,2024-02-01,4349.27,0
CUST-0034,2024-03-01,4349.27,0
CUST-0034,2024-04-01,5181.57,0
CUST-0034,2024-05-01,5181.57,0
CUST-0034,2024-06-01,5181.57,0
CUST-0034,2024-07-01,5181.57,0
CUST-0034,2024-08-01,5181.57,0
CUST-0034,2024-09-01,5181.57,0
CUST-0034,2024-10-01,5181.57,0
CUST-0034,2024-11-01,5885.05,0
CUST-0034,2024-12-01,5885.05,0
CUST-0035,2024-02-01,39.67,0
CUST-0035,2024-03-01,39.67,0
CUST-0035,2024-04-01,39.67,0
CUST-0035,2024-05-01,42.67,0
CUST-0035,2024-06-01,42.67,0
CUST-0035,2024-07-01,42.67,0
CUST-0035,2024-08-01,42.67,0
CUST-0035,2024-09-01,42.67,0
CUST-0035,2024-10-01,42.67,0
CUST-0035,2024-11-01,42.67,0
CUST-0035,2024-12-01,42.67,0
CUST-0036,2024-02-01,553.71,0
CUST-0036,2024-03-01,553.71,0
CUST-0036,2024-04-01,553.71,0
CUST-0036,2024-05-01,609.95,0
CUST-0036,2024-06-01,609.95,0
CUST-0036,2024-07-01,609.95,0
CUST-0036,2024-08-01,609.95,0
CUST-0036,2024-09-01,609.95,0
CUST-0036,2024-10-01,609.95,0
CUST-0036,2024-11-01,609.95,0
CUST-0036,2024-12-01,723.04,0
CUST-0037,2024-02-01,494.2,0
CUST-0037,2024-03-01,494.2,0
CUST-0037,2024-04-01,494.2,0
CUST-0037,2024-05-01,494.2,0
CUST-0037,2024-06-01,494.2,0
CUST-0037,2024-07-01,494.2,0
CUST-0037,2024-08-01,494.2,0
CUST-0037,2024-09-01,494.2,0
CUST-0037,2024-10-01,494.2,0
CUST-0037,2024-11-01,494.2,0
CUST-0037,2024-12-01,494.2,0
CUST-0038,2024-02-01,398.36,0
CUST-0038,2024-03-01,398.36,0
CUST-0038,2024-04-01,398.36,0
CUST-0038,2024-05-01,398.36,0
CUST-0038,2024-06-01,398.36,0
CUST-0038,2024-07-01,398.36,0
CUST-0038,2024-08-01,398.36,0
CUST-0038,2024-09-01,398.36,0
CUST-0038,2024-10-01,398.36,0
CUST-0038,2024-11-01,435.37,0
CUST-0038,2024-12-01,435.37,0
CUST-0039,2024-02-01,2185.41,0
CUST-0039,2024-03-01,2185.41,0
CUST-0039,2024-04-01,2384.96,0
CUST-0039,2024-05-01,2384.96,0
CUST-0039,2024-06-01,2226.21,0
CUST-0039,2024-07-01,2226.21,0
CUST-0039,2024-08-01,2226.21,0
CUST-0039,2024-09-01,2053.92,0
CUST-0039,2024-10-01,2053.92,0
CUST-0039,2024-11-01,2053.92,0
CUST-0039,2024-12-01,2424.31,0
CUST-0040,2024-02-01,675.6,0
CUST-0040,2024-03-01,675.6,0
CUST-0040,2024-04-01,675.6,0
CUST-0040,2024-05-01,675.6,0
CUST-0040,2024-06-01,675.6,0
CUST-0040,2024-07-01,675.6,0
CUST-0040,2024-08-01,675.6,0
CUST-0040,2024-09-01,675.6,0
CUST-0040,2024-10-01,675.6,0
CUST-0040,2024-11-01,675.6,0
CUST-0040,2024-12-01,560.01,0
CUST-0041,2024-02-01,771.39,0
CUST-0041,2024-03-01,771.39,0
CUST-0041,2024-04-01,771.39,0
CUST-0041,2024-05-01,771.39,0
CUST-0041,2024-06-01,771.39,0
CUST-0041,2024-07-01,660.21,0
CUST-0041,2024-08-01,660.21,0
CUST-0041,2024-09-01,660.21,0
CUST-0041,2024-10-01,660.21,0
CUST-0041,2024-11-01,660.21,0
CUST-0041,2024-12-01,660.21,0
CUST-0042,2024-02-01,56.57,0
CUST-0042,2024-03-01,56.57,0
CUST-0042,2024-04-01,56.57,0
CUST-0042,2024-05-01,56.57,0
CUST-0042,2024-06-01,51.88,0
CUST-0042,2024-07-01,48.6,0
CUST-0042,2024-08-01,48.6,0
CUST-0042,2024-09-01,52.87,0
CUST-0042,2024-10-01,52.87,0
CUST-0042,2024-11-01,52.87,0
CUST-0042,2024-12-01,52.87,0
CUST-0043,2024-02-01,132.2,0
CUST-0043,2024-03-01,132.2,0
CUST-0043,2024-04-01,132.2,0
CUST-0043,2024-05-01,148.95,0
CUST-0043,2024-06-01,148.95,0
CUST-0043,2024-07-01,148.95,0
CUST-0043,2024-08-01,148.95,0
CUST-0043,2024-09-01,157.82,0
CUST-0043,2024-10-01,157.82,0
CUST-0043,2024-11-01,157.82,0
CUST-0043,2024-12-01,157.82,0
CUST-0044,2024-02-01,277.88,0
CUST-0044,2024-03-01,277.88,0
CUST-0044,2024-04-01,277.88,0
CUST-0044,2024-05-01,277.88,0
CUST-0044,2024-06-01,277.88,0
CUST-0044,2024-07-01,277.88,0
CUST-0044,2024-08-01,277.88,0
CUST-0044,2024-09-01,251.82,0
CUST-0044,2024-10-01,251.82,0
CUST-0044,2024-11-01,251.82,0
CUST-0044,2024-12-01,251.82,0
CUST-0045,2024-02-01,314.4,0
CUST-0045,2024-03-01,314.4,0
CUST-0045,2024-04-01,314.4,0
CUST-0045,2024-05-01,314.4,0
CUST-0045,2024-06-01,314.4,0
CUST-0045,2024-07-01,314.4,0
CUST-0045,2024-08-01,314.4,0
CUST-0045,2024-09-01,314.4,0
CUST-0045,2024-10-01,314.4,0
CUST-0045,2024-11-01,314.4,0
CUST-0045,2024-12-01,314.4,0
CUST-0046,2024-02-01,275.51,0
CUST-0046,2024-03-01,275.51,0
CUST-0046,2024-04-01,275.51,0
CUST-0046,2024-05-01,326.04,0
CUST-0046,2024-06-01,326.04,0
CUST-0046,2024-07-01,326.04,0
CUST-0046,2024-08-01,384.12,0
CUST-0046,2024-09-01,384.12,0
CUST-0046,2024-10-01,384.12,0
CUST-0046,2024-11-01,384.12,0
CUST-0046,2024-12-01,384.12,0
CUST-0047,2024-02-01,417.18,0
CUST-0047,2024-03-01,417.18,0
CUST-0047,2024-04-01,350.86,0
CUST-0047,2024-05-01,350.86,0
CUST-0047,2024-06-01,350.86,0
CUST-0047,2024-07-01,350.86,0
CUST-0047,2024-08-01,350.86,0
CUST-0047,2024-09-01,350.86,0
CUST-0047,2024-10-01,291.18,0
CUST-0047,2024-11-01,247.02,0
CUST-0047,2024-12-01,247.02,0
CUST-0048,2024-02-01,192.83,0
CUST-0048,2024-03-01,192.83,0
CUST-0048,2024-04-01,192.83,0
CUST-0048,2024-05-01,192.83,0
CUST-0048,2024-06-01,192.83,0
CUST-0048,2024-07-01,192.83,0
CUST-0048,2024-08-01,192.83,0
CUST-0048,2024-09-01,192.83,0
CUST-0048,2024-10-01,192.83,0
CUST-0048,2024-11-01,192.83,0
CUST-0048,2024-12-01,192.83,0
CUST-0049,2024-02-01,322.2,0
CUST-0049,2024-03-01,322.2,0
CUST-0049,2024-04-01,322.2,0
CUST-0049,2024-05-01,322.2,0
CUST-0049,2024-06-01,322.2,0
CUST-0049,2024-07-01,380.67,0
CUST-0049,2024-08-01,380.67,0
CUST-0049,2024-09-01,456.5,0
CUST-0049,2024-10-01,456.5,0
CUST-0049,2024-11-01,526.56,0
CUST-0049,2024-12-01,526.56,0
CUST-0050,2024-02-01,208.1,0
CUST-0050,2024-03-01,208.1,0
CUST-0050,2024-04-01,208.1,0
CUST-0050,2024-05-01,208.1,0
CUST-0050,2024-06-01,208.1,0
CUST-0050,2024-07-01,208.1,0
CUST-0050,2024-08-01,240.94,0
CUST-0050,2024-09-01,257.11,0
CUST-0050,2024-10-01,277.63,0
CUST-0050,2024-11-01,277.63,0
CUST-0050,2024-12-01,277.63,0
CUST-0051,2024-02-01,186.13,0
CUST-0051,2024-03-01,209.29,0
CUST-0051,2024-04-01,209.29,0
CUST-0051,2024-05-01,188.52,0
CUST-0051,2024-06-01,188.52,0
CUST-0051,2024-07-01,188.52,0
CUST-0051,2024-08-01,212.42,0
CUST-0051,2024-09-01,212.42,0
CUST-0051,2024-10-01,212.42,0
CUST-0051,2024-11-01,212.42,0
CUST-0051,2024-12-01,212.42,0
CUST-0052,2024-02-01,288.13,0
CUST-0052,2024-03-01,288.13,0
CUST-0052,2024-04-01,288.13,0
CUST-0052,2024-05-01,335.31,0
CUST-0052,2024-06-01,394.93,0
CUST-0052,2024-07-01,394.93,0
CUST-0052,2024-08-01,394.93,0
CUST-0052,2024-09-01,394.93,0
CUST-0052,2024-10-01,462.95,0
CUST-0052,2024-11-01,462.95,0
CUST-0052,2024-12-01,462.95,0
CUST-0053,2024-02-01,439.29,0
CUST-0053,2024-03-01,439.29,0
CUST-0053,2024-04-01,439.29,0
CUST-0053,2024-05-01,439.29,0
CUST-0053,2024-06-01,439.29,0
CUST-0053,2024-07-01,439.29,0
CUST-0053,2024-08-01,439.29,0
CUST-0053,2024-09-01,439.29,0
CUST-0053,2024-10-01,396.53,0
CUST-0053,2024-11-01,396.53,0
CUST-0053,2024-12-01,396.53,0
CUST-0054,2024-02-01,3830.68,0
CUST-0054,2024-03-01,4172.54,0
CUST-0054,2024-04-01,4172.54,0
CUST-0054,2024-05-01,4172.54,0
CUST-0054,2024-06-01,4172.54,0
CUST-0054,2024-07-01,4172.54,0
CUST-0054,2024-08-01,4172.54,0
CUST-0054,2024-09-01,4172.54,0
CUST-0054,2024-10-01,4172.54,0
CUST-0054,2024-11-01,4172.54,0
CUST-0054,2024-12-01,4172.54,0
CUST-0055,2024-02-01,1268.61,0
CUST-0055,2024-03-01,1454.47,0
CUST-0055,2024-04-01,1454.47,0
CUST-0055,2024-05-01,1454.47,0
CUST-0055,2024-06-01,1634.46,0
CUST-0055,2024-07-01,1634.46,0
CUST-0055,2024-08-01,1770.78,0
CUST-0055,2024-09-01,1770.78,0
CUST-0055,2024-10-01,1770.78,0
CUST-0055,2024-11-01,1770.78,0
CUST-0055,2024-12-01,1770.78,0
CUST-0056,2024-02-01,403.96,0
CUST-0056,2024-03-01,403.96,0
CUST-0056,2024-04-01,403.96,0
CUST-0056,2024-05-01,429.67,0
CUST-0056,2024-06-01,429.67,0
CUST-0056,2024-07-01,429.67,0
CUST-0056,2024-08-01,429.67,0
CUST-0056,2024-09-01,429.67,0
CUST-0056,2024-10-01,465.52,0
CUST-0056,2024-11-01,465.52,0
CUST-0056,2024-12-01,465.52,0
CUST-0057,2024-02-01,118.7,0
CUST-0057,2024-03-01,138.15,0
CUST-0057,2024-04-01,138.15,0
CUST-0057,2024-05-01,138.15,0
CUST-0057,2024-06-01,138.15,0
CUST-0057,2024-07-01,113.92,0
CUST-0057,2024-08-01,113.92,0
CUST-0057,2024-09-01,113.92,0
CUST-0057,2024-10-01,113.92,0
CUST-0057,2024-11-01,113.92,0
CUST-0057,2024-12-01,113.92,0
CUST-0058,2024-02-01,590.92,0
CUST-0058,2024-03-01,590.92,0
CUST-0058,2024-04-01,590.92,0
CUST-0058,2024-05-01,590.92,0
CUST-0058,2024-06-01,590.92,0
CUST-0058,2024-07-01,590.92,0
CUST-0058,2024-08-01,555.64,0
CUST-0058,2024-09-01,555.64,0
CUST-0058,2024-10-01,555.64,0
CUST-0058,2024-11-01,555.64,0
CUST-0058,2024-12-01,555.64,0
CUST-0059,2024-02-01,262.85,0
CUST-0059,2024-03-01,262.85,0
CUST-0059,2024-04-01,262.85,0
CUST-0059,2024-05-01,262.85,0
CUST-0059,2024-06-01,262.85,0
CUST-0059,2024-07-01,262.85,0
CUST-0059,2024-08-01,262.85,0
CUST-0059,2024-09-01,262.85,0
CUST-0059,2024-10-01,262.85,0
CUST-0059,2024-11-01,262.85,0
CUST-0059,2024-12-01,262.85,0
CUST-0060,2024-02-01,413.35,0
CUST-0060,2024-03-01,413.35,0
CUST-0060,2024-04-01,413.35,0
CUST-0060,2024-05-01,413.35,0
CUST-0060,2024-06-01,413.35,0
CUST-0060,2024-07-01,413.35,0
CUST-0060,2024-08-01,413.35,0
CUST-0060,2024-09-01,413.35,0
CUST-0060,2024-10-01,413.35,0
CUST-0060,2024-11-01,413.35,0
CUST-0060,2024-12-01,413.35,0
CUST-0061,2024-02-01,2717.42,0
CUST-0061,2024-03-01,2717.42,0
CUST-0061,2024-04-01,2717.42,0
CUST-0061,2024-05-01,2717.42,0
CUST-0061,2024-06-01,2717.42,0
CUST-0061,2024-07-01,2717.42,0
CUST-0061,2024-08-01,2505.74,0
CUST-0061,2024-09-01,2957.29,0
CUST-0061,2024-10-01,2957.29,0
CUST-0061,2024-11-01,2957.29,0
CUST-0061,2024-12-01,2957.29,0
CUST-0062,2024-02-01,855.92,0
CUST-0062,2024-03-01,855.92,0
CUST-0062,2024-04-01,855.92,0
CUST-0062,2024-05-01,855.92,0
CUST-0062,2024-06-01,717.01,0
CUST-0062,2024-07-01,717.01,0
CUST-0062,2024-08-01,717.01,0
CUST-0062,2024-09-01,717.01,0
CUST-0062,2024-10-01,717.01,0
CUST-0062,2024-11-01,717.01,0
CUST-0062,2024-12-01,717.01,0
CUST-0063,2024-02-01,814.65,0
CUST-0063,2024-03-01,814.65,0
CUST-0063,2024-04-01,814.65,0
CUST-0063,2024-05-01,814.65,0
CUST-0063,2024-06-01,814.65,0
CUST-0063,2024-07-01,814.65,0
CUST-0063,2024-08-01,814.65,0
CUST-0063,2024-09-01,814.65,0
CUST-0063,2024-10-01,814.65,0
CUST-0063,2024-11-01,814.65,0
CUST-0063,2024-12-01,814.65,0
